Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CS-Min,Gold-Min,KP%,DMG%,DP-Min,Vision Puntuation Min,Avg Wards Min,Avg Wards Cleared Min,Avg Vision Wards Min,Gold Difference Min-15,CS Difference Min-15,XP Difference Min-15,First Blood Participation %,First Blood Victim %,Penta Kills,Solo Kills,Split,Team
Meteor, CN,37.0,54.1,4.0,2.6,2.4,7.1,5.4,340.0,69.4,13.4,264.0,,0.69,0.43,0.36,,,,,,0.0,,2019 Spring,
Meteos, US,14.0,35.7,2.2,1.7,2.3,3.3,5.1,315.0,62.5,13.0,202.0,1.39,0.36,0.33,0.26,-112.0,-2.0,-213.0,42.9,7.1,0.0,2.0,2019 Spring,
Mightybear, KR,2.0,0.0,2.5,1.5,2.0,3.5,4.5,285.0,77.5,11.0,178.0,1.37,0.6,0.42,0.37,356.0,4.0,421.0,50.0,0.0,0.0,,2019 Spring,
MikeYeung, US,25.0,56.0,3.1,2.1,2.6,5.9,4.7,317.0,64.4,11.9,218.0,1.39,0.59,0.29,0.32,-91.0,-6.0,-357.0,28.0,4.0,0.0,1.0,2019 Spring,
Mikyx, SI,40.0,75.0,3.7,0.8,3.0,10.4,1.4,267.0,66.4,8.5,175.0,2.64,1.6,0.36,0.55,193.0,-4.0,39.0,32.5,7.5,0.0,,2019 Spring,
Milano,,11.0,27.3,2.1,0.6,4.8,9.5,1.0,237.0,71.8,7.0,130.0,2.52,1.33,0.44,0.4,-494.0,-3.0,-680.0,0.0,18.2,0.0,1.0,2019 Spring,
Milica, RS,23.0,56.5,3.2,3.0,2.0,3.6,9.1,404.0,58.8,28.3,448.0,1.09,0.47,0.24,0.26,53.0,7.0,196.0,4.3,8.7,0.0,3.0,2019 Spring,
Mills, BR,30.0,60.0,4.6,3.1,1.9,5.4,8.8,411.0,63.1,28.5,519.0,1.22,0.43,0.33,0.19,-387.0,-11.0,-377.0,13.3,10.0,0.0,,2019 Spring,
Mimic,,30.0,80.0,5.0,3.7,1.9,5.7,7.5,399.0,52.3,21.7,452.0,0.89,0.38,0.14,0.12,645.0,10.0,466.0,26.7,0.0,0.0,15.0,2019 Spring,
Ming, CN,40.0,57.5,3.4,1.0,3.0,9.0,1.6,283.0,70.9,8.8,160.0,2.5,1.61,0.28,0.52,-339.0,-3.0,-553.0,0.0,0.0,0.0,,2019 Spring,
Minibestia, AR,4.0,0.0,0.9,0.8,4.3,3.0,1.0,238.0,69.6,8.7,144.0,2.17,1.4,0.31,0.45,-1268.0,-9.0,-682.0,0.0,25.0,0.0,,2019 Spring,
Minit, KR,1.0,0.0,0.8,0.0,5.0,4.0,1.9,223.0,50.0,5.8,105.0,1.9,1.62,0.22,0.44,-536.0,-6.0,-1208.0,0.0,0.0,0.0,,2019 Spring,
Missing, CN,39.0,53.8,3.2,0.5,2.9,8.7,2.0,297.0,69.0,9.2,172.0,,1.54,0.25,0.33,,,,,,0.0,,2019 Spring,
Mission, TW,28.0,57.1,3.5,3.1,2.8,6.7,8.7,404.0,70.9,27.5,499.0,0.98,0.39,0.22,0.22,133.0,7.0,119.0,32.1,3.6,0.0,9.0,2019 Spring,
Mithy, ES,28.0,53.6,2.9,0.8,2.6,6.5,1.8,259.0,63.7,7.9,129.0,2.19,1.27,0.26,0.37,30.0,6.0,234.0,32.1,17.9,0.0,2.0,2019 Spring,
Mitsuki, CN,1.0,100.0,1.6,0.0,5.0,8.0,2.1,251.0,47.1,3.9,91.0,,1.36,0.12,0.44,,,,,,0.0,,2019 Spring,
MnM, HK,12.0,50.0,4.6,4.0,1.9,4.8,8.7,417.0,72.7,25.3,401.0,1.26,0.44,0.34,0.19,-144.0,-12.0,-348.0,41.7,8.3,0.0,,2019 Spring,
Mni,,32.0,56.3,3.5,0.7,2.7,8.6,1.9,278.0,70.0,6.9,134.0,,1.46,0.24,0.48,,,,,,0.0,,2019 Spring,
Mocha, KR,21.0,42.9,2.6,0.8,2.5,5.9,1.2,242.0,64.5,8.5,135.0,2.17,1.37,0.28,0.39,124.0,-3.0,197.0,28.6,9.5,0.0,,2019 Spring,
Mofosky, PL,15.0,20.0,2.2,0.6,3.4,6.9,0.9,237.0,55.4,7.7,127.0,2.25,1.24,0.3,0.39,-256.0,-9.0,-225.0,26.7,6.7,0.0,,2019 Spring,
Mole, CN,1.0,100.0,2.3,3.0,3.0,4.0,7.5,361.0,43.8,18.2,456.0,,0.29,0.12,0.12,,,,,,0.0,,2019 Spring,
Moo,,1.0,0.0,0.6,2.0,7.0,2.0,9.1,365.0,50.0,23.6,429.0,1.15,0.47,0.5,0.25,-1074.0,-14.0,-1681.0,0.0,0.0,0.0,,2019 Spring,
MooJin, KR,3.0,66.7,3.2,1.7,3.0,8.0,4.0,303.0,76.8,10.9,173.0,2.36,1.01,0.51,0.48,169.0,-3.0,-144.0,66.7,0.0,0.0,1.0,2019 Spring,
Moon, US,18.0,38.9,2.5,1.8,3.1,5.9,5.0,311.0,71.2,13.2,236.0,1.41,0.5,0.35,0.29,-242.0,-4.0,-185.0,22.2,5.6,0.0,,2019 Spring,
MoonBlack, HK,30.0,16.7,1.8,2.1,3.7,4.4,7.6,355.0,67.6,26.8,483.0,0.95,0.41,0.22,0.19,-164.0,-8.0,-71.0,16.7,13.3,0.0,7.0,2019 Spring,
Moopz, BE,7.0,14.3,1.9,0.9,3.1,5.1,1.0,225.0,56.1,8.4,141.0,2.2,1.26,0.29,0.38,-275.0,-12.0,-202.0,14.3,0.0,0.0,,2019 Spring,
Mortsche, CZ,12.0,41.7,2.1,2.4,2.4,2.7,8.0,375.0,45.3,26.8,465.0,0.99,0.45,0.14,0.14,340.0,4.0,-353.0,8.3,8.3,0.0,3.0,2019 Spring,
Mowgli, KR,21.0,47.6,2.6,1.7,2.8,5.8,4.4,306.0,70.8,13.7,233.0,2.05,0.86,0.47,0.37,-278.0,-7.0,-509.0,28.6,4.8,0.0,2.0,2019 Spring,
Moyu,,8.0,50.0,1.7,3.1,4.5,4.4,7.6,372.0,71.1,24.2,439.0,,0.42,0.25,0.25,,,,,,0.0,,2019 Spring,
Muka, PT,14.0,14.3,1.5,1.4,2.6,2.6,6.7,315.0,48.5,19.8,310.0,0.78,0.41,0.12,0.18,-680.0,-17.0,-396.0,14.3,0.0,0.0,,2019 Spring,
Munckizz,,27.0,63.0,3.6,2.9,2.7,7.1,4.7,325.0,73.5,12.7,243.0,1.6,0.48,0.42,0.3,-165.0,-3.0,-128.0,40.7,7.4,0.0,3.0,2019 Spring,
Muscle,,4.0,25.0,1.7,1.8,3.8,4.8,5.0,306.0,57.5,16.9,240.0,1.09,0.32,0.34,0.31,-810.0,-1.0,-300.0,25.0,25.0,0.0,,2019 Spring,
Mystic, KR,39.0,53.8,3.8,4.5,2.4,4.5,10.0,457.0,65.7,29.8,559.0,,0.37,0.43,0.11,,,,,,0.0,,2019 Spring,
Mystiques, PL,10.0,60.0,3.4,1.0,2.9,8.8,1.0,262.0,74.1,8.2,139.0,1.91,1.1,0.25,0.29,164.0,-11.0,-167.0,20.0,30.0,0.0,1.0,2019 Spring,
Myw,,14.0,21.4,1.7,1.5,2.9,3.4,7.8,350.0,53.2,21.6,357.0,0.81,0.27,0.18,0.06,-1164.0,-19.0,-144.0,21.4,7.1,0.0,2.0,2019 Spring,
Naehyun, KR,3.0,33.3,3.4,4.3,2.7,4.7,7.6,372.0,73.7,21.2,351.0,1.08,0.6,0.2,0.31,-64.0,-6.0,-261.0,66.7,0.0,0.0,,2019 Spring,
Nagne,,16.0,43.8,3.1,3.5,2.7,4.8,8.4,386.0,66.4,26.5,487.0,1.0,0.45,0.2,0.17,-40.0,-6.0,-137.0,25.0,12.5,0.0,7.0,2019 Spring,
Namex, SE,10.0,70.0,5.5,5.1,1.7,4.3,9.5,470.0,65.1,26.8,571.0,1.27,0.38,0.39,0.11,203.0,4.0,222.0,10.0,0.0,1.0,1.0,2019 Spring,
Nandisko, ES,16.0,50.0,2.5,2.3,3.1,5.6,7.1,360.0,54.2,18.4,395.0,0.86,0.39,0.13,0.11,-224.0,-7.0,-213.0,12.5,12.5,0.0,3.0,2019 Spring,S2V Esports
Nap, JP,24.0,62.5,4.3,1.9,1.4,4.2,7.8,360.0,50.0,19.2,331.0,0.91,0.41,0.14,0.1,-30.0,-2.0,65.0,16.7,4.2,0.0,8.0,2019 Spring,
Naru,,12.0,16.7,1.9,1.4,2.3,3.1,8.8,373.0,51.5,27.0,401.0,1.28,0.5,0.3,0.22,-107.0,5.0,96.0,0.0,16.7,0.0,2.0,2019 Spring,
Nash1c, ES,14.0,64.3,3.6,4.1,3.1,6.9,7.9,422.0,70.8,28.7,578.0,1.15,0.48,0.26,0.09,38.0,-6.0,144.0,21.4,21.4,0.0,3.0,2019 Spring,
Nate, AR,21.0,19.0,2.3,1.9,2.1,3.0,7.6,351.0,61.1,23.9,330.0,0.96,0.43,0.15,0.15,-395.0,-13.0,-118.0,33.3,9.5,0.0,1.0,2019 Spring,
Naul, VN,61.0,65.6,5.9,3.9,1.7,6.4,8.9,419.0,57.3,24.8,487.0,1.09,0.51,0.2,0.23,302.0,5.0,222.0,11.5,3.3,0.0,21.0,2019 Spring,
Neji,,4.0,0.0,1.7,1.8,4.0,5.0,5.1,307.0,73.5,14.4,240.0,1.35,0.49,0.33,0.25,-480.0,0.0,-432.0,25.0,0.0,0.0,,2019 Spring,
Nemesis, SI,29.0,62.1,5.0,3.0,1.7,5.6,9.0,411.0,64.4,25.8,459.0,1.08,0.52,0.19,0.23,72.0,-1.0,32.0,24.1,10.3,1.0,8.0,2019 Spring,
Neo, VN,20.0,35.0,2.5,2.4,2.7,4.2,9.7,418.0,66.9,27.3,445.0,1.34,0.5,0.35,0.23,-26.0,1.0,14.0,40.0,5.0,0.0,,2019 Spring,
Neo, KR,10.0,30.0,2.2,2.0,2.9,4.5,4.4,295.0,68.5,13.7,216.0,1.56,0.67,0.34,0.33,35.0,-4.0,29.0,50.0,10.0,0.0,2.0,2019 Spring,
Neon, SK,49.0,67.3,4.2,4.0,2.3,5.8,9.5,460.0,63.5,31.3,651.0,1.1,0.4,0.3,0.16,617.0,13.0,413.0,18.4,8.2,0.0,6.0,2019 Spring,
Newbie, AR,26.0,73.1,5.3,0.5,1.6,7.9,1.9,268.0,74.7,7.1,131.0,2.7,1.74,0.38,0.52,59.0,2.0,-115.0,23.1,11.5,0.0,,2019 Spring,
NiQ, PL,3.0,33.3,1.3,2.0,4.0,3.3,6.8,333.0,59.2,21.7,373.0,0.98,0.42,0.25,0.15,-669.0,-12.0,-701.0,33.3,0.0,0.0,1.0,2019 Spring,
Nikola, RS,21.0,42.9,4.9,2.6,1.2,3.3,8.9,403.0,57.0,27.3,419.0,1.05,0.35,0.29,0.12,-359.0,-7.0,17.0,4.8,0.0,0.0,4.0,2019 Spring,
Ning, CN,56.0,73.2,3.9,4.3,3.1,7.6,5.3,376.0,68.0,14.9,342.0,1.65,0.53,0.36,0.31,139.0,8.0,134.0,10.7,0.0,0.0,3.0,2019 Spring,
Nipphu, AR,25.0,40.0,1.7,1.7,2.6,2.7,8.3,370.0,51.4,21.8,347.0,0.94,0.48,0.14,0.15,-317.0,-4.0,-212.0,20.0,28.0,0.0,3.0,2019 Spring,
Nisqy, BE,21.0,71.4,6.7,3.3,1.4,5.9,8.3,395.0,72.4,25.3,517.0,1.02,0.5,0.15,0.26,56.0,-4.0,-3.0,19.0,0.0,0.0,4.0,2019 Spring,
Nithien, PT,5.0,20.0,1.8,1.8,2.4,2.4,7.3,343.0,47.7,20.4,315.0,1.0,0.54,0.12,0.24,-193.0,-6.0,-534.0,20.0,40.0,0.0,,2019 Spring,
Nixerino, ES,18.0,44.4,6.8,3.7,1.2,4.6,9.3,429.0,61.6,20.3,343.0,1.05,0.44,0.27,0.2,-160.0,-4.0,-233.0,16.7,5.6,0.0,,2019 Spring,Movistar Riders
Nji, FR,20.0,50.0,3.4,3.1,2.9,6.9,4.9,336.0,71.6,13.6,253.0,1.46,0.54,0.33,0.47,-103.0,-2.0,-88.0,35.0,5.0,0.0,5.0,2019 Spring,
NoA,,5.0,0.0,0.9,1.0,2.6,1.4,8.3,355.0,40.2,27.1,312.0,0.77,0.31,0.15,0.11,-588.0,-17.0,-118.0,0.0,20.0,0.0,,2019 Spring,
NoNholy, RU,22.0,77.3,6.8,3.3,1.3,5.3,8.3,405.0,58.8,21.2,429.0,0.97,0.46,0.16,0.16,28.0,4.0,111.0,22.7,4.5,0.0,10.0,2019 Spring,
Nobody, AR,31.0,64.5,4.3,3.5,1.8,4.5,9.6,439.0,65.3,30.4,527.0,1.42,0.52,0.3,0.16,-164.0,-6.0,-95.0,16.1,16.1,0.0,3.0,2019 Spring,
Noltey, GB,17.0,58.8,3.7,2.1,2.4,6.5,5.0,329.0,69.3,14.3,242.0,1.39,0.43,0.31,0.28,-144.0,-3.0,-116.0,29.4,17.6,0.0,,2019 Spring,
Nomanz, RU,36.0,66.7,4.6,4.0,1.8,4.4,9.4,440.0,61.4,30.8,571.0,1.09,0.42,0.26,0.13,186.0,10.0,214.0,25.0,2.8,0.0,19.0,2019 Spring,
Nova, KR,23.0,30.4,2.0,0.3,2.9,5.5,2.0,244.0,66.4,7.7,110.0,2.7,1.6,0.43,0.47,-206.0,-1.0,-297.0,30.4,17.4,0.0,1.0,2019 Spring,
Noway, VN,28.0,60.7,5.1,4.7,2.0,5.8,9.6,452.0,66.7,24.1,450.0,1.21,0.39,0.32,0.14,-140.0,-2.0,-140.0,14.3,17.9,0.0,1.0,2019 Spring,
Nuance, PT,12.0,66.7,5.9,2.9,1.3,4.5,9.5,420.0,70.1,26.4,463.0,0.91,0.37,0.23,0.14,-200.0,3.0,82.0,8.3,8.3,0.0,2.0,2019 Spring,
Nuclear, KR,47.0,55.3,4.8,3.1,1.7,4.9,9.9,433.0,69.2,25.2,442.0,1.3,0.4,0.43,0.14,-76.0,-3.0,-55.0,14.9,6.4,0.0,1.0,2019 Spring,
Nuguri, KR,36.0,58.3,2.5,3.2,2.9,4.1,9.7,438.0,61.6,30.3,533.0,1.14,0.48,0.26,0.15,285.0,10.0,107.0,13.9,27.8,0.0,17.0,2019 Spring,
Nukeduck, NO,28.0,53.6,3.5,2.9,1.9,3.9,9.0,399.0,60.7,25.9,438.0,0.92,0.44,0.17,0.19,127.0,8.0,280.0,10.7,0.0,0.0,10.0,2019 Spring,
Nukes, EE,6.0,66.7,5.6,2.2,1.8,8.2,1.7,271.0,65.2,9.1,159.0,2.21,1.42,0.14,0.35,-74.0,12.0,149.0,0.0,16.7,0.0,,2019 Spring,
Numen,,1.0,0.0,0.3,0.0,4.0,1.0,3.4,235.0,50.0,9.4,94.0,0.96,0.48,0.12,0.2,-1984.0,-44.0,-1807.0,0.0,0.0,0.0,,2019 Spring,
Nutri,,1.0,0.0,1.3,0.0,4.0,5.0,6.8,300.0,55.6,13.7,218.0,0.47,0.32,0.16,0.16,-1258.0,-35.0,-1688.0,0.0,0.0,0.0,,2019 Spring,
Nyu, BR,26.0,53.8,3.5,2.5,2.0,4.7,7.8,370.0,60.4,21.7,408.0,1.02,0.46,0.13,0.17,-186.0,-4.0,-238.0,7.7,15.4,0.0,3.0,2019 Spring,
Obsess, DE,49.0,67.3,3.3,2.9,3.1,7.4,4.9,344.0,69.3,14.3,300.0,1.66,0.67,0.35,0.34,-153.0,-3.0,-169.0,28.6,16.3,0.0,4.0,2019 Spring,
Oddie, PE,40.0,60.0,4.3,3.0,2.3,6.7,5.2,343.0,75.7,15.5,293.0,1.35,0.35,0.34,0.23,183.0,6.0,319.0,50.0,15.0,0.0,7.0,2019 Spring,
OdduGi,,21.0,47.6,4.0,3.5,1.9,4.0,9.6,431.0,75.9,28.1,476.0,1.11,0.3,0.34,0.12,429.0,13.0,153.0,47.6,0.0,0.0,5.0,2019 Spring,
Odoamne, RO,19.0,47.4,2.1,2.4,2.5,2.7,8.3,393.0,51.7,27.4,463.0,1.03,0.45,0.2,0.16,202.0,5.0,-98.0,0.0,15.8,0.0,6.0,2019 Spring,
Ogierhaq, PL,15.0,20.0,2.3,2.7,3.8,6.0,4.4,308.0,70.0,17.7,296.0,1.28,0.41,0.32,0.29,-295.0,-13.0,-203.0,33.3,6.7,0.0,,2019 Spring,
Olleh, KR,24.0,45.8,2.3,0.6,3.0,6.5,1.9,264.0,67.8,8.0,144.0,2.47,1.52,0.28,0.44,32.0,0.0,111.0,33.3,8.3,0.0,,2019 Spring,
OnFleek, KR,46.0,63.0,3.5,2.3,2.1,5.0,5.7,342.0,68.0,14.0,248.0,2.0,0.66,0.62,0.36,94.0,6.0,128.0,37.0,10.9,0.0,7.0,2019 Spring,
Once, KR,21.0,42.9,2.6,1.5,2.6,5.2,5.2,313.0,63.5,15.0,239.0,1.7,0.65,0.44,0.24,-179.0,-4.0,-391.0,42.9,9.5,0.0,3.0,2019 Spring,
Only, AU,24.0,75.0,4.2,2.5,2.3,7.0,5.5,347.0,64.5,13.3,251.0,1.29,0.47,0.25,0.25,270.0,5.0,149.0,37.5,4.2,0.0,5.0,2019 Spring,
Only Angel,,16.0,56.3,2.3,2.9,3.9,6.3,7.3,376.0,53.6,18.6,414.0,1.04,0.52,0.13,0.21,-179.0,-2.0,-50.0,31.3,12.5,0.0,6.0,2019 Spring,
Only31, TR,2.0,50.0,2.9,1.5,5.0,13.0,1.8,254.0,67.0,6.5,143.0,2.53,1.61,0.3,0.44,-147.0,1.0,-432.0,100.0,0.0,0.0,,2019 Spring,
Optimas, LT,14.0,71.4,6.4,4.8,1.5,4.9,9.2,462.0,60.7,28.2,591.0,0.84,0.36,0.16,0.15,895.0,16.0,745.0,21.4,0.0,1.0,,2019 Spring,
Optimus,,37.0,59.5,3.7,3.4,2.9,7.2,8.3,405.0,62.7,26.4,536.0,1.21,0.46,0.25,0.18,-190.0,-9.0,-352.0,37.8,0.0,0.0,10.0,2019 Spring,
Orion, PF,20.0,50.0,4.5,3.9,1.9,4.4,9.6,437.0,59.0,27.4,531.0,1.39,0.58,0.34,0.28,-22.0,4.0,43.0,30.0,5.0,0.0,3.0,2019 Spring,
Orome, RO,36.0,55.6,3.8,3.1,2.2,5.4,8.0,383.0,53.7,21.8,417.0,0.94,0.4,0.18,0.17,9.0,3.0,301.0,0.0,11.1,0.0,10.0,2019 Spring,Splyce Vipers
Outlandisch, DE,8.0,25.0,1.9,1.4,3.9,6.0,4.8,297.0,58.8,10.9,217.0,1.15,0.34,0.24,0.29,-450.0,0.0,-201.0,12.5,12.5,0.0,,2019 Spring,
Own3r, PT,17.0,82.4,7.3,4.3,1.5,6.8,5.2,369.0,75.2,14.5,299.0,1.39,0.43,0.28,0.29,476.0,-3.0,196.0,41.2,17.6,0.0,7.0,2019 Spring,
PANKY,,16.0,43.8,2.4,1.6,2.8,5.3,7.5,357.0,54.4,19.0,352.0,0.96,0.41,0.18,0.11,-137.0,2.0,58.0,43.8,12.5,0.0,1.0,2019 Spring,
PFI,,8.0,12.5,1.6,1.0,3.0,3.8,4.3,280.0,79.4,14.8,169.0,1.4,0.59,0.34,0.27,-870.0,-28.0,-812.0,25.0,12.5,0.0,,2019 Spring,
PaSa,,33.0,21.2,1.6,1.0,4.1,5.6,1.7,250.0,70.5,8.7,153.0,2.24,1.43,0.25,0.41,-268.0,-1.0,-244.0,24.2,21.2,0.0,1.0,2019 Spring,
Pabu, AU,21.0,42.9,2.6,2.4,2.7,4.7,8.1,379.0,60.2,22.0,384.0,1.05,0.5,0.2,0.18,-49.0,-1.0,-91.0,19.0,9.5,0.0,2.0,2019 Spring,
Pact, CZ,8.0,50.0,2.6,2.3,3.1,5.9,4.5,314.0,52.3,20.4,349.0,1.37,0.49,0.25,0.17,-634.0,-14.0,-65.0,0.0,37.5,0.0,1.0,2019 Spring,
Pake, VN,12.0,8.3,1.6,2.8,3.8,3.3,7.8,358.0,52.0,23.7,456.0,1.09,0.67,0.18,0.35,-259.0,-2.0,-300.0,8.3,0.0,0.0,3.0,2019 Spring,
Palafox, US,18.0,38.9,2.8,3.1,2.7,4.7,8.3,383.0,63.6,28.0,520.0,0.97,0.47,0.19,0.24,8.0,3.0,190.0,16.7,16.7,0.0,5.0,2019 Spring,
Palens, ES,2.0,0.0,0.9,1.0,5.0,3.5,4.9,259.0,55.0,19.0,259.0,0.98,0.45,0.1,0.22,-1146.0,-44.0,-997.0,50.0,50.0,0.0,,2019 Spring,
Palette, VN,61.0,65.6,4.0,1.2,3.0,10.6,1.8,276.0,67.1,9.5,182.0,2.63,1.59,0.38,0.53,356.0,4.0,229.0,34.4,4.9,0.0,3.0,2019 Spring,
Panda, US,28.0,42.9,2.2,1.2,3.5,6.6,4.9,307.0,63.7,12.3,211.0,1.56,0.59,0.38,0.31,-77.0,-1.0,62.0,53.6,21.4,0.0,2.0,2019 Spring,
PapaChau,,18.0,16.7,1.7,0.5,3.9,6.1,1.8,265.0,70.3,8.9,150.0,2.33,1.42,0.25,0.42,-98.0,2.0,-58.0,5.6,22.2,0.0,,2019 Spring,
Papaya,,13.0,30.8,2.8,1.0,3.2,7.7,1.8,256.0,66.0,9.5,187.0,2.31,1.6,0.31,0.53,-50.0,-3.0,40.0,7.7,0.0,0.0,1.0,2019 Spring,
Papryze, AU,21.0,23.8,1.1,1.8,3.6,2.3,7.6,352.0,44.3,25.6,368.0,1.21,0.61,0.19,0.27,-697.0,-12.0,-424.0,9.5,23.8,0.0,4.0,2019 Spring,
Parang, KR,26.0,73.1,3.5,3.0,2.1,4.3,8.8,418.0,61.1,26.2,506.0,1.06,0.47,0.16,0.13,624.0,13.0,390.0,19.2,7.7,0.0,11.0,2019 Spring,
Paranoia, UA,14.0,42.9,3.1,3.2,2.5,4.5,7.8,375.0,63.4,25.8,469.0,1.17,0.45,0.22,0.17,129.0,-5.0,-164.0,28.6,0.0,0.0,8.0,2019 Spring,
Patch, KR,11.0,36.4,2.2,1.8,2.9,4.5,4.9,303.0,62.0,11.2,203.0,1.82,0.87,0.39,0.37,-317.0,-5.0,-386.0,36.4,18.2,0.0,,2019 Spring,
Patosando, CZ,4.0,0.0,2.3,2.8,2.5,3.0,8.0,358.0,68.0,28.2,437.0,0.76,0.43,0.14,0.22,-1092.0,-25.0,-779.0,0.0,0.0,0.0,,2019 Spring,
Patrik, CZ,28.0,53.6,4.0,3.4,1.9,4.2,9.1,433.0,69.6,29.4,482.0,1.32,0.47,0.33,0.23,-165.0,-2.0,-358.0,32.1,10.7,0.0,1.0,2019 Spring,
Paulcannon, IT,14.0,14.3,2.1,1.1,3.4,6.1,1.4,251.0,61.7,8.8,153.0,1.81,1.09,0.19,0.27,-103.0,2.0,173.0,21.4,7.1,0.0,1.0,2019 Spring,
PawN, KR,42.0,69.0,4.8,3.1,1.7,5.3,8.7,408.0,64.5,22.3,408.0,1.29,0.58,0.31,0.34,85.0,-8.0,12.0,19.0,11.9,0.0,11.0,2019 Spring,
Paz, JP,21.0,38.1,3.0,2.6,2.3,4.4,8.2,388.0,58.2,28.8,482.0,1.02,0.49,0.15,0.16,39.0,-3.0,-246.0,19.0,19.0,0.0,5.0,2019 Spring,
Pbd, TR,12.0,41.7,1.7,0.3,3.2,4.9,1.5,260.0,50.9,5.9,95.0,2.1,1.49,0.22,0.45,23.0,4.0,-175.0,8.3,16.7,0.0,,2019 Spring,
Peanut, KR,44.0,36.4,2.7,1.1,2.1,4.7,5.1,302.0,65.5,11.5,174.0,2.15,0.93,0.6,0.35,-18.0,-1.0,-33.0,31.8,9.1,0.0,1.0,2019 Spring,
Penguin, CN,18.0,38.9,2.9,2.2,3.1,6.7,4.7,312.0,70.5,13.4,214.0,,0.44,0.24,0.31,,,,,,0.0,,2019 Spring,
Perkz, HR,42.0,71.4,5.0,3.8,2.0,6.4,9.6,456.0,61.5,26.1,536.0,1.18,0.41,0.32,0.12,381.0,4.0,399.0,33.3,14.3,0.0,4.0,2019 Spring,
PetLand, VN,10.0,60.0,2.7,2.4,2.2,3.6,9.8,425.0,53.1,25.7,407.0,0.98,0.41,0.18,0.1,74.0,4.0,316.0,30.0,0.0,0.0,2.0,2019 Spring,
Phantomles, SE,14.0,14.3,2.5,2.3,2.4,3.5,8.1,359.0,51.4,27.5,506.0,0.91,0.4,0.18,0.22,-88.0,2.0,-14.0,28.6,7.1,0.0,4.0,2019 Spring,
Phlaty, RU,22.0,77.3,4.6,3.4,2.2,6.5,8.8,418.0,70.0,28.6,563.0,1.02,0.43,0.19,0.22,529.0,12.0,116.0,18.2,13.6,0.0,8.0,2019 Spring,
Phrenic, DE,17.0,70.6,4.5,1.9,2.3,8.4,5.3,337.0,70.2,11.8,244.0,1.84,0.7,0.39,0.32,174.0,8.0,133.0,23.5,17.6,0.0,2.0,2019 Spring,
PiOk, SK,4.0,100.0,8.0,2.8,1.0,5.3,9.0,428.0,52.3,16.9,307.0,1.15,0.38,0.27,0.17,856.0,24.0,680.0,50.0,0.0,0.0,,2019 Spring,
Piglet, KR,18.0,27.8,2.8,2.8,2.6,4.5,9.1,403.0,74.1,30.4,539.0,1.11,0.38,0.31,0.12,-92.0,-5.0,112.0,27.8,0.0,0.0,2.0,2019 Spring,
Pilot, KR,26.0,73.1,6.1,4.1,1.7,6.5,9.6,450.0,68.3,28.1,563.0,1.43,0.42,0.25,0.13,116.0,7.0,153.0,15.4,11.5,1.0,,2019 Spring,
Pilter,,17.0,5.9,1.5,1.4,2.6,2.4,8.8,369.0,47.8,23.7,354.0,0.92,0.41,0.19,0.16,-1138.0,-17.0,-661.0,11.8,11.8,0.0,1.0,2019 Spring,
Pirean, KR,23.0,47.8,2.9,1.6,2.5,5.8,8.3,370.0,64.8,25.6,450.0,1.07,0.43,0.29,0.18,-194.0,-4.0,-138.0,17.4,13.0,0.0,2.0,2019 Spring,
Pk, TW,38.0,44.7,2.3,1.9,2.8,4.6,7.8,362.0,57.5,23.5,370.0,1.06,0.51,0.17,0.19,-272.0,-5.0,-13.0,7.9,15.8,0.0,12.0,2019 Spring,
Plasma, PT,17.0,82.4,5.3,0.9,1.9,9.4,1.4,289.0,69.3,11.6,239.0,2.15,1.18,0.26,0.38,273.0,-1.0,534.0,23.5,5.9,0.0,,2019 Spring,
Plugo, CL,26.0,73.1,4.1,2.7,1.8,4.6,8.3,386.0,65.3,28.0,519.0,1.19,0.51,0.23,0.24,213.0,-0.0,126.0,11.5,7.7,1.0,9.0,2019 Spring,
PoP, KR,11.0,63.6,6.5,1.0,1.5,9.1,1.8,260.0,73.3,8.6,149.0,2.57,1.42,0.39,0.41,136.0,-10.0,-57.0,45.5,9.1,0.0,,2019 Spring,
Pobelter, US,27.0,48.1,3.5,2.7,2.0,4.5,8.7,388.0,62.6,28.4,452.0,1.17,0.52,0.27,0.25,-5.0,-1.0,-99.0,7.4,14.8,0.0,7.0,2019 Spring,
Poss, KR,39.0,53.8,3.3,2.1,1.9,4.4,8.1,378.0,46.9,20.3,364.0,,0.49,0.19,0.25,,,,,,0.0,,2019 Spring,
Pot,,23.0,56.5,4.1,3.3,2.1,5.5,8.1,386.0,59.3,25.6,468.0,1.22,0.58,0.2,0.28,-22.0,-2.0,114.0,13.0,4.3,0.0,7.0,2019 Spring,
Potato,,2.0,0.0,0.1,0.0,4.5,0.5,1.3,200.0,16.7,8.6,91.0,2.44,1.36,0.44,0.46,-1504.0,-4.0,-554.0,0.0,50.0,0.0,,2019 Spring,
PowerOfEvil, DE,18.0,38.9,2.9,2.6,2.0,3.3,9.3,400.0,81.1,34.7,536.0,0.95,0.44,0.17,0.15,-215.0,-7.0,-102.0,27.8,5.6,0.0,7.0,2019 Spring,
